CAND_ID,degree_in,degree_in_raw,degree_out,degree_out_raw,pagerank,katz,"CANDIDATE NAME (Last, First)",chairs_next,chairs_now,total,negative,positive,absolute,PAC,SupPAC,CAND_PTY_AFFILIATION,CAND_OFFICE_ST,cumulative_occurrence,24E,24A,total_24a_positive,total_24e_positive
H0AL07086,0.016129032258064516,7,0.0,0,0.0024867619847698673,0.03829526093333903,"Sewell, Terri A.",0,0,373859,-8.845,382.704,391.549,83,1,DEM,AL,1,1.0,0.0,0.0,32.968
H0FL05139,0.02534562211981567,11,0.01152073732718894,5,0.002137775712364674,0.05074338451699783,"Nugent, Richard B. ""Rich""",0,0,241424,0.0,241.424,241.424,77,0,REP,FL,1,0.0,0.0,0.0,0.0
H0FL25038,0.04377880184331797,19,0.0,0,0.00356745967370465,0.07251090773835964,"Rivera, David",0,0,2219953,-10.0,2229.953,2239.953,129,1,REP,FL,1,0.0,1.0,430.824,0.0
H0FL08208,0.059907834101382486,26,0.0,0,0.0035597897954087483,0.09233976462425043,"Webster, Daniel",0,0,484380,-3.5,487.88,491.38,139,0,REP,FL,1,0.0,0.0,0.0,0.0
H2NC12021,0.002304147465437788,1,0.009216589861751152,4,0.0011999404401114543,0.023548107556422445,"Watt, Mel",0,0,439963,-11.0,450.963,461.963,143,0,DEM,NC,2,0.0,0.0,0.0,0.0
H2NY14037,0.009216589861751152,4,0.002304147465437788,1,0.0012186218272667614,0.030149328966079657,"Maloney, Carolyn B.",0,0,773941,-32.1,806.041,838.141,212,0,DEM,NY,2,0.0,0.0,0.0,0.0
H8NC07044,0.04608294930875576,20,0.0,0,0.0031918425948881247,0.06914728237990078,"McIntyre, Mike",0,0,1078525,-10.5,1089.025,1099.525,178,0,DEM,NC,2,0.0,0.0,0.0,0.0
H6TX08100,0.0,0,0.08755760368663594,38,0.0010768418468660751,0.021172334093756684,"Brady, Kevin",0,0,710057,-28.5,738.557,767.057,210,0,REP,TX,2,0.0,0.0,0.0,0.0
H0TX17104,0.05069124423963134,22,0.009216589861751152,4,0.002412827134938563,0.07583697188122093,"Flores, Bill",0,0,975001,-3.6,978.601,982.201,112,0,REP,TX,1,0.0,0.0,0.0,0.0
H2FL25018,0.0,0,0.020737327188940093,9,0.0010768418468660751,0.021172334093756684,"Diaz-Balart, Mario",0,0,387196,-10.0,397.196,407.196,110,0,REP,FL,2,0.0,0.0,0.0,0.0
H0GA09030,0.02534562211981567,11,0.0,0,0.0026814511033486327,0.05369984483052829,"Graves, Tom",0,0,386438,-4.0,390.438,394.438,110,0,REP,GA,1,0.0,0.0,0.0,0.0
H2FL01100,0.006912442396313364,3,0.018433179723502304,8,0.0019899033395609647,0.03130043527527619,"Miller, Jeff",1,0,262328,-13.0,275.328,288.328,80,0,REP,FL,2,0.0,0.0,0.0,0.0
H6MO08084,0.004608294930875576,2,0.0,0,0.002701448276167283,0.026806303555350117,"Emerson, Jo Ann",0,0,840937,-13.0,853.937,866.937,245,0,REP,MO,2,0.0,0.0,0.0,0.0
H0NJ10026,0.009216589861751152,4,0.02534562211981567,11,0.0016056342440965033,0.030945393616443845,"Payne, Donald M.",0,0,309222,-12.16,321.382,333.542,95,0,DEM,NJ,2,0.0,0.0,0.0,0.0
H6GA04129,0.016129032258064516,7,0.0,0,0.003016249127963646,0.04013538772027785,"Johnson, Hank, Jr.",0,0,365250,-2.0,367.25,369.25,122,0,DEM,GA,2,0.0,0.0,0.0,0.0
H0WV01072,0.03225806451612903,14,0.0,0,0.0014749063691376115,0.055097645170559525,"McKinley, David B.",0,0,1548140,0.0,1548.14,1548.14,100,0,REP,WV,1,0.0,0.0,0.0,0.0
H6MI01028,0.002304147465437788,1,0.002304147465437788,1,0.0017825335502095472,0.023734186519101242,"Conyers, John, Jr.",1,1,462501,-46.731,509.232,555.963,132,0,DEM,MI,2,0.0,0.0,0.0,0.0
H0CA33117,0.006912442396313364,3,0.020737327188940093,9,0.0013036641425322056,0.0287598803274421,"Bass, Karen",0,0,340426,-8.0,348.426,356.426,98,0,DEM,CA,1,0.0,0.0,0.0,0.0
H6PA04110,0.006912442396313364,3,0.0,0,0.0011371827870670264,0.028269672902970562,"Altmire, Jason",0,0,1684955,-17.5,1702.455,1719.955,322,0,DEM,PA,2,0.0,0.0,0.0,0.0
H2CT02112,0.004608294930875576,2,0.009216589861751152,4,0.0017775634805692819,0.02626002715624499,"Courtney, Joe",0,0,649142,-28.0,677.142,705.142,156,0,DEM,CT,2,0.0,0.0,0.0,0.0
H6OR04047,0.041474654377880185,18,0.004608294930875576,2,0.004130016042903962,0.06383717024530285,"DeFazio, Peter A.",0,0,790283,-5.0,795.283,800.283,153,1,DEM,OR,2,0.0,1.0,211.157,0.0
H6IA02146,0.03686635944700461,16,0.002304147465437788,1,0.0042350962574990636,0.06102062177569736,"Loebsack, Dave ",0,0,669409,-18.5,687.909,706.409,136,1,DEM,IA,2,0.0,1.0,55.795,0.0
H0AR04038,0.006912442396313364,3,0.0,0,0.0011330340773154127,0.02776161166815026,"Ross, Mike",0,0,1336021,-10.5,1346.521,1357.021,321,0,DEM,AR,2,0.0,0.0,0.0,0.0
H6WV04057,0.013824884792626727,6,0.0,0,0.0013667183371750236,0.03507787874537974,"Rahall, Nick Joe, II",1,1,1362266,-17.0,1379.266,1396.266,163,2,DEM,WV,2,1.0,1.0,31.791,187.895
H6MI07108,0.004608294930875576,2,0.002304147465437788,1,0.0013243944586132166,0.02540680091250802,"Kildee, Dale",0,0,306323,-9.5,315.823,325.323,88,0,DEM,MI,2,0.0,0.0,0.0,0.0
H0FL02110,0.052995391705069124,23,0.002304147465437788,1,0.0026674761877345295,0.09045748991147091,"Southerland, Steve",0,0,1218648,0.0,1218.648,1218.648,82,3,REP,FL,1,2.0,1.0,461.107,107.886
H0AR01083,0.059907834101382486,26,0.0,0,0.002719258695505894,0.09833971055251868,"Crawford, Rick",0,0,2030161,-2.0,2032.161,2034.161,115,0,REP,AR,1,0.0,0.0,0.0,0.0
H0TN06257,0.03686635944700461,16,0.03456221198156682,15,0.002181827346344169,0.06942903885220705,"Black, Diane ",0,0,372267,0.0,372.267,372.267,134,0,REP,TN,1,0.0,0.0,0.0,0.0
H0WA03187,0.0576036866359447,25,0.0,0,0.0033241881547809915,0.09435357692578988,"Herrera, Jaime ",0,0,2497585,0.0,2497.585,2497.585,154,0,REP,WA,1,0.0,0.0,0.0,0.0
H0KS03137,0.041474654377880185,18,0.0,0,0.0024530106951565424,0.07017088556150614,"Yoder, Kevin ",0,0,686262,-2.0,688.262,690.262,177,0,REP,KS,1,0.0,0.0,0.0,0.0
H0ND00135,0.04608294930875576,20,0.0,0,0.002722180762649835,0.08047932279838466,"Berg, Rick",0,0,1654714,-5.5,1660.214,1665.714,102,1,REP,ND,1,0.0,1.0,269.82,0.0
H0IL17059,0.052995391705069124,23,0.0,0,0.003326762180361195,0.08480365754761211,"Schilling, Bobby",0,0,2076411,0.0,2076.411,2076.411,102,1,REP,IL,1,0.0,1.0,361.148,0.0
H8PA01153,0.0,0,0.009216589861751152,4,0.0010768418468660751,0.021172334093756684,"Brady, Robert A.",1,1,263324,-24.0,287.324,311.324,60,0,DEM,PA,2,0.0,0.0,0.0,0.0
H6KY03124,0.006912442396313364,3,0.02534562211981567,11,0.001229331379755835,0.02776161166815026,"Yarmuth, John",0,0,654967,-21.5,676.467,697.967,168,1,DEM,KY,2,1.0,0.0,0.0,1.101
H0FL24049,0.06912442396313365,30,0.0,0,0.003203204266237888,0.11127846785567212,"Adams, Sandra ""Sandy""",0,0,551811,-8.0,559.811,567.811,137,0,REP,FL,1,0.0,0.0,0.0,0.0
H0MO04086,0.04838709677419355,21,0.0,0,0.004685131401672377,0.09681465469544126,"Hartzler, Vicky",0,0,1618383,-2.0,1620.383,1622.383,87,0,REP,MO,1,0.0,0.0,0.0,0.0
H0SD00054,0.04377880184331797,19,0.002304147465437788,1,0.0024280147339163166,0.08334551957869779,"Noem, Kristi",0,0,824701,0.0,824.701,824.701,101,0,REP,SD,1,0.0,0.0,0.0,0.0
H2TX03118,0.0,0,0.09907834101382489,43,0.0010768418468660751,0.021172334093756684,"Johnson, Sam",0,0,575874,-18.0,593.874,611.874,202,0,REP,TX,2,0.0,0.0,0.0,0.0
H6CO03139,0.029953917050691243,13,0.0,0,0.001641772615751155,0.0578318042562058,"Tipton, Scott R.",0,0,2236320,-5.0,2241.32,2246.32,70,2,REP,CO,1,0.0,2.0,637.761,0.0
H0SC05031,0.041474654377880185,18,0.0,0,0.0032920828057654873,0.07128482261451598,"Mulvaney, Mick",0,0,1713563,-4.0,1717.563,1721.563,95,1,REP,SC,1,1.0,0.0,0.0,0.868
H0AL05163,0.03456221198156682,15,0.013824884792626727,6,0.002160346492890634,0.057713625575641546,"Brooks, Mo",0,0,258674,0.0,258.674,258.674,112,0,REP,AL,1,0.0,0.0,0.0,0.0
H0MI01088,0.06221198156682028,27,0.0,0,0.0031234369985340274,0.09636634195561124,"Benishek, Dan",0,0,1991098,0.0,1991.098,1991.098,165,1,REP,MI,1,1.0,0.0,0.0,3.342
H0NJ03153,0.016129032258064516,7,0.0,0,0.0023174856838060315,0.04379356349201917,"Runyan, Jon",0,0,821500,0.0,821.5,821.5,15,0,REP,NJ,1,0.0,0.0,0.0,0.0
H0AZ01259,0.04377880184331797,19,0.0,0,0.002420248682822542,0.0745015263129217,"Gosar, Paul",0,0,2011691,-20.063,2031.754,2051.817,101,3,REP,AZ,1,2.0,1.0,10.829,196.963
H4AZ06045,0.03686635944700461,16,0.0,0,0.0016966105330679926,0.06111479108602368,"Schweikert, David",0,0,2759735,-5.0,2764.735,2769.735,101,1,REP,AZ,1,0.0,1.0,269.543,0.0
H0OH18077,0.04838709677419355,21,0.0,0,0.0025280151822561973,0.08243716655627148,"Gibbs, Bob",0,0,1885220,0.0,1885.22,1885.22,92,0,REP,OH,1,0.0,0.0,0.0,0.0
H0IL14080,0.04608294930875576,20,0.002304147465437788,1,0.002797458358145773,0.06991006711074647,"Hultgren, Randall M. ""Randy""",0,0,2010729,-2.0,2012.729,2014.729,119,2,REP,IL,1,1.0,1.0,210.923,12.654
H0IN09070,0.03225806451612903,14,0.0,0,0.0016477330565620536,0.06099306880529223,"Young, Todd",0,0,1693151,-2.5,1695.651,1698.151,80,1,REP,IN,1,1.0,0.0,0.0,0.793
H0NV03058,0.04608294930875576,20,0.0,0,0.0021394698524160034,0.07733477610982316,"Heck, Joe",0,0,3480868,-14.399,3495.267,3509.666,134,2,REP,NV,1,1.0,1.0,347.216,67.671
H0WI08075,0.029953917050691243,13,0.0,0,0.0016522906429872564,0.056395324490342416,"Ribble, Reid J.",0,0,1643435,0.0,1643.435,1643.435,93,2,REP,WI,1,1.0,1.0,295.851,120.63
H0GA08099,0.027649769585253454,12,0.0,0,0.0016293741347351961,0.055557464353162556,"Scott, Austin",0,0,337614,-0.1,337.714,337.814,71,0,REP,GA,1,0.0,0.0,0.0,0.0
H8CA42061,0.0,0,0.002304147465437788,1,0.0010768418468660751,0.021172334093756684,"Rohrabacher, Dana",0,0,93469,-1.8,95.269,97.069,49,0,REP,CA,2,0.0,0.0,0.0,0.0
H0FL18025,0.0,0,0.002304147465437788,1,0.0010768418468660751,0.021172334093756684,"Ros-Lehtinen, Ileana",1,1,448567,-8.725,457.292,466.017,136,0,REP,FL,2,0.0,0.0,0.0,0.0
H2GA13012,0.002304147465437788,1,0.0,0,0.0010955250628469915,0.023289567503132356,"Scott, David",0,0,678310,-22.0,700.31,722.31,161,0,DEM,GA,2,0.0,0.0,0.0,0.0
H4KY06072,0.027649769585253454,12,0.0,0,0.0021317588480142123,0.04787458122295836,"Chandler, Ben",0,0,1587484,-7.0,1594.484,1601.484,159,1,DEM,KY,2,1.0,0.0,0.0,6.915
H0MA10082,0.03225806451612903,14,0.0,0,0.0017559859482250365,0.05415226503787162,"Keating, William R.",0,0,1117277,-6.0,1123.277,1129.277,81,0,DEM,MA,1,0.0,0.0,0.0,0.0
H6FL11126,0.002304147465437788,1,0.002304147465437788,1,0.0010955250628469915,0.023289567503132356,"Castor, Kathy",0,0,341797,-8.5,350.297,358.797,101,0,DEM,FL,2,0.0,0.0,0.0,0.0
H6NC04037,0.002304147465437788,1,0.0,0,0.0010955250628469915,0.023289567503132356,"Price, David",0,0,416861,-11.0,427.861,438.861,141,0,DEM,NC,2,0.0,0.0,0.0,0.0
H0IN08114,0.04838709677419355,21,0.0,0,0.002467572010650548,0.07319136684143081,"Bucshon, Larry D. ",0,0,507631,-2.0,509.631,511.631,145,0,REP,IN,1,0.0,0.0,0.0,0.0
H0WI07051,0.05069124423963134,22,0.0,0,0.0021516381303125303,0.07941012998807168,"Duffy, Sean",0,0,2146841,-2.0,2148.841,2150.841,153,2,REP,WI,1,0.0,2.0,494.26,0.0
H0CO04122,0.03456221198156682,15,0.002304147465437788,1,0.009321733535944331,0.06407903689957781,"Gardner, Cory",0,0,1459420,-9.5,1468.92,1478.42,172,1,REP,CO,1,0.0,1.0,707.823,0.0
H0VA09055,0.03917050691244239,17,0.002304147465437788,1,0.003147535045063558,0.07784887964985589,"Griffith, H. Morgan",0,0,424531,-1.0,425.531,426.531,82,0,REP,VA,1,0.0,0.0,0.0,0.0
H0VA02084,0.03686635944700461,16,0.0,0,0.0020854434985161127,0.06542694773346347,"Rigell, E. Scott",0,0,1124249,0.0,1124.249,1124.249,98,0,REP,VA,1,0.0,0.0,0.0,0.0
H2NC13029,0.004608294930875576,2,0.002304147465437788,1,0.0011501717158474939,0.02540680091250802,"Miller, Brad",0,0,428168,-3.5,431.668,435.168,128,0,DEM,NC,2,0.0,0.0,0.0,0.0
H2NJ05014,0.0,0,0.002304147465437788,1,0.0010768418468660751,0.021172334093756684,"Frelinghuysen, Rodney P.",0,0,466778,-5.5,472.278,477.778,121,0,REP,NJ,2,0.0,0.0,0.0,0.0
H2MA01020,0.0,0,0.009216589861751152,4,0.0010768418468660751,0.021172334093756684,"Olver, John W.",0,0,384386,-7.911,392.297,400.208,103,0,DEM,MA,2,0.0,0.0,0.0,0.0
H6WI03099,0.018433179723502304,8,0.0,0,0.0015124554065541489,0.038855839949848904,"Kind, Ron",0,0,2093284,-26.5,2119.784,2146.284,334,1,DEM,WI,2,1.0,0.0,0.0,3.6
H2TX26093,0.0,0,0.027649769585253454,12,0.0010768418468660751,0.021172334093756684,"Burgess, Michael C.",0,0,716003,-18.5,734.503,753.003,216,0,REP,TX,2,0.0,0.0,0.0,0.0
H2AL03032,0.0,0,0.004608294930875576,2,0.0010768418468660751,0.021172334093756684,"Rogers, Mike",0,0,423769,-21.0,444.769,465.769,138,0,REP,AL,2,0.0,0.0,0.0,0.0
H0MI02094,0.013824884792626727,6,0.002304147465437788,1,0.0014342975898127585,0.041581297017648296,"Huizenga, Bill",0,0,214819,-4.5,219.319,223.819,86,0,REP,MI,1,0.0,0.0,0.0,0.0
H0MO07113,0.009216589861751152,4,0.002304147465437788,1,0.001273088719321619,0.030952973680580264,"Long, Billy",0,0,206597,0.0,206.597,206.597,80,0,REP,MO,1,0.0,0.0,0.0,0.0
H0TN03254,0.009216589861751152,4,0.004608294930875576,2,0.0014014593682749586,0.03245745091831298,"Fleischmann, Chuck ",0,0,88966,0.0,88.966,88.966,28,0,REP,TN,1,0.0,0.0,0.0,0.0
H0CA19173,0.01152073732718894,5,0.0,0,0.0012873221972127611,0.03364763035555119,"Denham, Jeff",0,0,365900,-4.5,370.4,374.9,122,1,REP,CA,1,1.0,0.0,0.0,12.04
H0SC03077,0.016129032258064516,7,0.006912442396313364,3,0.0023146495113093657,0.04153911152853113,"Duncan, Jeff",0,0,318487,0.0,318.487,318.487,98,0,REP,SC,1,0.0,0.0,0.0,0.0
H0OK05114,0.016129032258064516,7,0.0,0,0.0015120881146678923,0.04096168826293588,"Lankford, James",0,0,170250,-2.0,172.25,174.25,61,0,REP,OK,1,0.0,0.0,0.0,0.0
H0IN04170,0.009216589861751152,4,0.029953917050691243,13,0.001273088719321619,0.030952973680580264,"Rokita, Todd",0,0,250376,-1.0,251.376,252.376,97,0,REP,IN,1,0.0,0.0,0.0,0.0
H0AZ03362,0.013824884792626727,6,0.0,0,0.001782366352366226,0.034952192342734306,"Quayle, Ben",0,0,364432,-2.0,366.432,368.432,106,0,REP,AZ,1,0.0,0.0,0.0,0.0
H0MI03126,0.016129032258064516,7,0.0,0,0.0014283372449531305,0.04152976274101694,"Amash, Justin",0,0,171400,0.0,171.4,171.4,77,1,REP,MI,1,1.0,0.0,0.0,0.026
H6KS01146,0.01152073732718894,5,0.0,0,0.001322447858781055,0.03580704925404403,"Huelskamp, Tim ",0,0,250415,-11.5,261.915,273.415,92,0,REP,KS,1,0.0,0.0,0.0,0.0
H0KS04051,0.009216589861751152,4,0.0,0,0.0013422844562385114,0.03345456768807106,"Pompeo, Mike ",0,0,291236,-6.0,297.236,303.236,70,0,REP,KS,1,0.0,0.0,0.0,0.0
H0SC04257,0.018433179723502304,8,0.01152073732718894,5,0.00159005112992905,0.04434925689976861,"Gowdy, Trey",0,0,182075,-2.5,184.575,187.075,65,0,REP,SC,1,0.0,0.0,0.0,0.0
H0GA07133,0.006912442396313364,3,0.0,0,0.0012523530148023355,0.0286004921146073,"Woodall, Rob",0,0,221617,-10.5,232.117,242.617,74,0,REP,GA,1,0.0,0.0,0.0,0.0
H0IN03198,0.009216589861751152,4,0.0,0,0.001273088719321619,0.030952973680580264,"Stutzman, Marlin A. #",0,0,235509,-1.0,236.509,237.509,97,0,REP,IN,1,0.0,0.0,0.0,0.0
H0SC01279,0.02304147465437788,10,0.059907834101382486,26,0.0020094829324800384,0.05301439072506674,"Scott, Tim",0,0,412069,-6.0,418.069,424.069,139,0,REP,SC,1,0.0,0.0,0.0,0.0
H0AR03055,0.01152073732718894,5,0.020737327188940093,9,0.0013239485850474468,0.03307020708995593,"Womack, Steve",0,0,195390,-3.0,198.39,201.39,79,0,REP,AR,1,0.0,0.0,0.0,0.0
H6TX15055,0.002304147465437788,1,0.004608294930875576,2,0.001114986746160446,0.023289567503132356,"Hinojosa, Rubén",0,0,248670,-14.5,263.17,277.67,80,0,DEM,TX,2,0.0,0.0,0.0,0.0
H0PA19053,0.0,0,0.002304147465437788,1,0.0010768418468660751,0.021172334093756684,"Platts, Todd",0,0,9529,-13.9,23.429,37.329,8,0,REP,PA,2,0.0,0.0,0.0,0.0
H2CA18056,0.002304147465437788,1,0.009216589861751152,4,0.001114986746160446,0.023289567503132356,"Cardoza, Dennis",0,0,1229128,-16.45,1245.578,1262.028,190,1,DEM,CA,2,1.0,0.0,0.0,205.4
H0OH06189,0.03917050691244239,17,0.0,0,0.0022244887229451843,0.06967930061754826,"Johnson, Bill",0,0,849386,0.0,849.386,849.386,62,0,REP,OH,1,0.0,0.0,0.0,0.0
H8NY24066,0.02534562211981567,11,0.004608294930875576,2,0.0024794462537898595,0.050247786476216805,"Hanna, Richard L.",0,0,1330301,-6.0,1336.301,1342.301,75,0,REP,NY,1,0.0,0.0,0.0,0.0
H8CA12098,0.002304147465437788,1,0.013824884792626727,6,0.004815905741485834,0.029704596531154467,"Eshoo, Anna G.",0,0,758113,-14.75,772.863,787.613,200,0,DEM,CA,2,0.0,0.0,0.0,0.0
H0MI13398,0.004608294930875576,2,0.0,0,0.001160760625313691,0.02540680091250802,"Clarke, Hansen",0,0,155495,0.0,155.495,155.495,52,0,DEM,MI,1,0.0,0.0,0.0,0.0
H4TX18054,0.0,0,0.004608294930875576,2,0.0010768418468660751,0.021172334093756684,"Lee, Sheila Jackson",0,0,308985,-5.0,313.985,318.985,101,0,DEM,TX,2,0.0,0.0,0.0,0.0
H0MI08042,0.0,0,0.004608294930875576,2,0.0010768418468660751,0.021172334093756684,"Rogers, Mike",1,0,990512,-13.5,1004.012,1017.512,280,0,REP,MI,2,0.0,0.0,0.0,0.0
H0TX07055,0.002304147465437788,1,0.013824884792626727,6,0.001589672440333828,0.028756028789916076,"Culberson, John",0,0,317563,-4.0,321.563,325.563,94,0,REP,TX,2,0.0,0.0,0.0,0.0
H0ID01253,0.020737327188940093,9,0.0,0,0.0022357490400592857,0.04576529013198913,"Labrador, Raul R.",0,0,264224,-0.1,264.324,264.424,51,2,REP,ID,1,1.0,1.0,2.6,83.472
H6VT00160,0.0,0,0.02304147465437788,10,0.0010768418468660751,0.021172334093756684,"Welch, Peter",0,0,458135,-25.0,483.135,508.135,155,0,DEM,VT,2,0.0,0.0,0.0,0.0
H0MO06073,0.002304147465437788,1,0.004608294930875576,2,0.001589672440333828,0.028756028789916076,"Graves, Sam",1,1,725763,-9.872,735.635,745.507,219,0,REP,MO,2,0.0,0.0,0.0,0.0
H0NC02059,0.013824884792626727,6,0.0,0,0.002560323044175197,0.03626467737284217,"Ellmers, Renee",0,0,110849,0.0,110.849,110.849,28,0,REP,NC,1,0.0,0.0,0.0,0.0
H4IN01012,0.0,0,0.004608294930875576,2,0.0010768418468660751,0.021172334093756684,"Visclosky, Peter J. ",0,0,523790,-7.5,531.29,538.79,120,0,DEM,IN,2,0.0,0.0,0.0,0.0
H8TN02069,0.0,0,0.002304147465437788,1,0.0010768418468660751,0.021172334093756684,"Duncan, John J., Jr.",0,0,407919,-20.0,427.919,447.919,145,0,REP,TN,2,0.0,0.0,0.0,0.0
H0TN04195,0.03456221198156682,15,0.0,0,0.002502937310296844,0.07098355664339606,"DesJarlais, Scott",0,0,1101995,0.0,1101.995,1101.995,54,2,REP,TN,1,1.0,1.0,6.0,168.834
H0TX27061,0.018433179723502304,8,0.002304147465437788,1,0.010646843814543755,0.04306981321684527,"Farenthold, R. Blake",0,0,78106,0.0,78.106,78.106,29,0,REP,TX,1,0.0,0.0,0.0,0.0
H0FL17068,0.009216589861751152,4,0.0,0,0.0014481563201857576,0.032116774586877145,"Wilson, Frederica S.",0,0,118184,0.0,118.184,118.184,31,0,DEM,FL,1,0.0,0.0,0.0,0.0
H0IL08090,0.002304147465437788,1,0.0,0,0.0012294214440435585,0.023289567503132356,"Walsh, Joe ",0,0,21533,0.0,21.533,21.533,4,0,REP,IL,1,0.0,0.0,0.0,0.0
H4CA23011,0.004608294930875576,2,0.0,0,0.0013029507548632969,0.026621684211042912,"Waters, Maxine",0,0,104358,-4.4,108.758,113.158,25,0,DEM,CA,2,0.0,0.0,0.0,0.0
H4PA13124,0.002304147465437788,1,0.004608294930875576,2,0.0018730570448616582,0.023524815659729647,"Schwartz, Allyson Y.",0,0,1037399,-33.5,1070.899,1104.399,287,0,DEM,PA,2,0.0,0.0,0.0,0.0
H0MS04120,0.03225806451612903,14,0.0,0,0.0017254842552081038,0.06300455105817789,"Palazzo, Steven",0,0,478888,0.0,478.888,478.888,74,0,REP,MS,1,0.0,0.0,0.0,0.0
H6NJ08118,0.0,0,0.009216589861751152,4,0.0010768418468660751,0.021172334093756684,"Pascrell, Bill, Jr.",0,0,695875,-11.0,706.875,717.875,190,0,DEM,NJ,2,0.0,0.0,0.0,0.0
H0MN08115,0.006912442396313364,3,0.0,0,0.0011417373416321766,0.028216946283745492,"Cravaack, Chip",0,0,170334,0.0,170.334,170.334,32,1,REP,MN,1,1.0,0.0,0.0,59.37
H0LA03141,0.01152073732718894,5,0.0,0,0.00134452478989488,0.03349933268128668,"Landry, ""Jeff"" ",0,0,201230,0.0,201.23,201.23,77,0,REP,LA,1,0.0,0.0,0.0,0.0
H0PA10078,0.013824884792626727,6,0.0,0,0.0025234284220556685,0.040464785718889784,"Marino, Thomas A.",0,0,868001,0.0,868.001,868.001,60,0,REP,PA,1,0.0,0.0,0.0,0.0
H4NC09106,0.002304147465437788,1,0.006912442396313364,3,0.0011886915778977786,0.026946581857360954,"Myrick, Sue",0,0,484989,-9.0,493.989,502.989,157,0,REP,NC,2,0.0,0.0,0.0,0.0
H6NE03115,0.002304147465437788,1,0.02304147465437788,10,0.0011886915778977786,0.026946581857360954,"Smith, Adrian",0,0,457815,-8.3,466.115,474.415,144,0,REP,NE,2,0.0,0.0,0.0,0.0
H8LA04225,0.002304147465437788,1,0.002304147465437788,1,0.0011886915778977786,0.026946581857360954,"Fleming, John",0,0,373757,-17.233,390.99,408.223,131,0,REP,LA,2,0.0,0.0,0.0,0.0
H2TX29030,0.0,0,0.013824884792626727,6,0.0010768418468660751,0.021172334093756684,"Green, Gene",0,0,767826,-14.0,781.826,795.826,206,0,DEM,TX,2,0.0,0.0,0.0,0.0
H6TX22101,0.0,0,0.002304147465437788,1,0.0010768418468660751,0.021172334093756684,"Paul, Ron",0,0,30422,0.0,30.422,30.422,15,0,REP,TX,2,0.0,0.0,0.0,0.0
H4TX02108,0.0,0,0.002304147465437788,1,0.0010768418468660751,0.021172334093756684,"Poe, Ted",0,0,246910,-5.0,251.91,256.91,99,0,REP,TX,2,0.0,0.0,0.0,0.0
H4TX24094,0.0,0,0.041474654377880185,18,0.0010768418468660751,0.021172334093756684,"Marchant, Kenny E.",0,0,362903,-5.0,367.903,372.903,115,0,REP,TX,2,0.0,0.0,0.0,0.0
H6OR03064,0.0,0,0.002304147465437788,1,0.0010768418468660751,0.021172334093756684,"Blumenauer, Earl",0,0,761007,-14.0,775.007,789.007,191,0,DEM,OR,2,0.0,0.0,0.0,0.0
H4WI04183,0.0,0,0.002304147465437788,1,0.0010768418468660751,0.021172334093756684,"Moore, Gwen",0,0,396372,-12.0,408.372,420.372,112,0,DEM,WI,2,0.0,0.0,0.0,0.0
H6TX00115,0.0,0,0.002304147465437788,1,0.0010768418468660751,0.021172334093756684,"Reyes, Silvestre",0,1,100933,-1.0,101.933,102.933,30,0,DEM,TX,2,0.0,0.0,0.0,0.0
H2PA02055,0.0,0,0.020737327188940093,9,0.0010768418468660751,0.021172334093756684,"Fattah, Chaka",0,0,310914,-21.0,331.914,352.914,93,0,DEM,PA,2,0.0,0.0,0.0,0.0
H0KY05015,0.004608294930875576,2,0.0,0,0.00147985943950819,0.02640041789930885,"Rogers, Harold ""Hal""",1,0,497639,-15.5,513.139,528.639,138,0,REP,KY,2,0.0,0.0,0.0,0.0
H6CO05159,0.002304147465437788,1,0.002304147465437788,1,0.009001263762031676,0.027580233819096158,"Lamborn, Doug",0,0,216587,-5.5,222.087,227.587,83,0,REP,CO,2,0.0,0.0,0.0,0.0
H0VA08040,0.002304147465437788,1,0.006912442396313364,3,0.001114986746160446,0.023289567503132356,"Moran, James P. ""Jim,"" Jr.",0,0,496824,-13.6,510.424,524.024,125,0,DEM,VA,2,0.0,0.0,0.0,0.0
H6CA07043,0.002304147465437788,1,0.0,0,0.0011054505213368533,0.023289567503132356,"Miller, George ",1,1,535395,-12.5,547.895,560.395,129,0,DEM,CA,2,0.0,0.0,0.0,0.0
H0NY18065,0.0,0,0.004608294930875576,2,0.0010768418468660751,0.021172334093756684,"Serrano, Jose E.",0,0,235651,-10.5,246.151,256.651,68,0,DEM,NY,2,0.0,0.0,0.0,0.0
H2NC01081,0.0,0,0.002304147465437788,1,0.0010768418468660751,0.021172334093756684,"Jones, Walter B.",0,0,303126,-7.0,310.126,317.126,110,0,REP,NC,2,0.0,0.0,0.0,0.0
H8MN06047,0.0,0,0.12672811059907835,55,0.0010768418468660751,0.021172334093756684,"Kline, John",1,1,689289,-21.0,710.289,731.289,204,0,REP,MN,2,0.0,0.0,0.0,0.0
H8MA08071,0.0,0,0.002304147465437788,1,0.0010768418468660751,0.021172334093756684,"Capuano, Michael E.",0,0,686520,-53.0,739.52,792.52,125,0,DEM,MA,2,0.0,0.0,0.0,0.0
H4TX13014,0.0,0,0.0576036866359447,25,0.0010768418468660751,0.021172334093756684,"Thornberry, Mac",0,0,223604,-4.0,227.604,231.604,77,0,REP,TX,2,0.0,0.0,0.0,0.0
